NaTeamHome,CoTeamHome,NaTeamAway,CoTeamAway,Date,NuScoreTeamHome,NuScoreTeamAway,FTR,time_diff
Marbella,8738,CP Villarrobledo,9466,2019-09-01,2,1,H,189
Villarrubia,54544,Cordoba,1064,2019-08-31,0,0,D,190
SD Amorebieta,13660,Salamanca B,14031,2019-08-31,2,3,A,190
Athletic Bilbao B,8798,Calahorra,9646,2019-08-31,0,0,D,190
Salamanca,660103,Real Sociedad B,212542,2019-08-31,1,3,A,190
Salamanca,660103,Real Sociedad B,8330,2019-08-31,1,3,A,190
Ferrol,3605,Pontevedra,5873,2019-08-31,4,1,H,190
Cornella,39919,UE Olot,62216,2019-08-31,1,1,D,190
Real Madrid Castilla,6833,Club Marinode Luanco,12113,2019-08-31,3,1,H,190
lagostera,44143,Ejea,9572,2019-08-31,2,2,D,190
CD Badajoz,1540,Sevilla Atletico,11103,2019-08-31,1,0,H,190
Arenas Getxo,9141,CD Tudelano,9559,2019-08-31,1,1,D,190
Badalona,6280,Barcelona B,1553,2019-08-25,0,2,A,196
Internacional,51096,Celta Vigo B,8796,2019-08-25,2,2,D,196
CF Talavera,3106,Marbella,8738,2019-08-25,1,1,D,196
Salamanca B,14031,Arenas Getxo,9141,2019-08-25,3,1,H,196
RCD Espanyol B,8691,FC Andorra,1163511,2019-08-25,2,0,H,196
UCAM Murcia,657042,At Sanluqueno,9534,2019-08-25,0,0,D,196
UCAM Murcia,44148,At Sanluqueno,9534,2019-08-25,0,0,D,196
UD San Sebastian Reyes,2921,Ferrol,3605,2019-08-25,2,0,H,196
SCR Pena Deportiva,51101,Real Oviedo II,51087,2019-08-25,4,3,H,196
Las Palmas Atletico,9539,UD Ibiza,9552,2019-08-25,3,2,H,196
UP Langreo,9607,Atletico Baleares,9495,2019-08-25,0,1,A,196
CD Tudelano,9559,OsasunaB,8693,2019-08-25,2,1,H,196
Valencia CFB,10203,Lida,2458,2019-08-25,1,2,A,196
Merida AD,212941,Don Benito,6283,2019-08-25,1,1,D,196
Ejea,9572,Orihuela,8091,2019-08-25,4,0,H,196
UE Olot,62216,Ebro,9571,2019-08-25,1,0,H,196
RealValladolidB,8986,CDIzarra,11802,2019-08-25,4,1,H,196
Alaves II,8979,UD Logrones,54539,2019-08-25,1,1,D,196
Alaves II,8979,UD Logrones,59980,2019-08-25,1,1,D,196
Melilla,1117170,Getafe B,9488,2019-08-25,1,0,H,196
Melilla,1204,Getafe B,9488,2019-08-25,1,0,H,196
Haro,9562,Athletic Bilbao B,8798,2019-08-25,1,4,A,196
Cordoba,1064,Granada CFB,131209,2019-08-25,2,1,H,196
CESabadell,5871,Castellon,5876,2019-08-25,0,2,A,196
CF La Nucia,11891,Cornella,39919,2019-08-25,1,0,H,196
Cartagena FC,46057,CD Badajoz,1540,2019-08-25,0,0,D,196
Cartagena FC,8097,CD Badajoz,1540,2019-08-25,0,0,D,196
CadizCF B,9521,Murcia Feminas,193791,2019-08-25,2,1,H,196
CadizCF B,9521,Murcia Feminas,3606,2019-08-25,2,1,H,196
Gimnastic,4374,lagostera,44143,2019-08-25,1,3,A,196
Las Rozas,9485,Real Madrid Castilla,6833,2019-08-25,1,1,D,196
Algeciras,5834,Villarrubia,54544,2019-08-25,0,0,D,196
Calahorra,9646,Real Union Irun,5571,2019-08-24,2,0,H,197
San Fernando,46063,Rec de Huelva,2178,2019-08-24,2,1,H,197
San Fernando,38441,Rec de Huelva,2178,2019-08-24,2,1,H,197
Leioa SD,39360,CDGuijuelo,8328,2019-08-24,0,1,A,197
Real Sociedad B,212542,Burgos,1661,2019-08-24,1,1,D,197
Real Sociedad B,8330,Burgos,1661,2019-08-24,1,1,D,197
Rayo Majadahonda,9490,Sporting Gijon,2046,2019-08-24,1,0,H,197
Rayo Majadahonda,9490,Sporting Gijon,40194,2019-08-24,1,0,H,197
Club Marinode Luanco,12113,Atletico Madrid B,1511,2019-08-24,1,2,A,197
BarakaldoCF,1551,Salamanca,660103,2019-08-24,2,1,H,197
Sevilla Atletico,11103,Yeclano Deportivo,9473,2019-08-24,0,0,D,197
VillarrealB,9680,Levante B,8333,2019-08-24,2,1,H,197
CP Villarrobledo,9466,CA Linense,9695,2019-08-24,0,2,A,197
Prat,8976,Hercules,2140,2019-08-24,1,1,D,197
Cultural Leonesa,4781,SD Amorebieta,13660,2019-08-24,1,1,D,197
Pontevedra,5873,Coruxo FC,12897,2019-08-24,2,0,H,197
Atletico Baleares,9495,Mirandes,5866,2019-06-30,3,1,H,252
Atletico Baleares,9495,Mirandes,5866,2019-06-30,3,1,H,252
Ponferradina,7791,Hercules,2140,2019-06-29,1,0,H,253
Mirandes,5866,Atletico Baleares,9495,2019-06-23,2,0,H,259
Mirandes,5866,Atletico Baleares,9495,2019-06-23,2,0,H,259
Hercules,2140,Ponferradina,7791,2019-06-23,1,3,A,259
Atletico Baleares,9495,Melilla,1117170,2019-06-16,1,0,H,266
Atletico Baleares,9495,Melilla,1204,2019-06-16,1,0,H,266
Rec de Huelva,2178,Mirandes,5866,2019-06-16,1,1,D,266
Rec de Huelva,2178,Mirandes,5866,2019-06-16,1,1,D,266
Ponferradina,7791,Cartagena FC,46057,2019-06-15,1,0,H,267
Ponferradina,7791,Cartagena FC,8097,2019-06-15,1,0,H,267
UD Logrones,54539,Hercules,2140,2019-06-15,0,0,D,267
UD Logrones,59980,Hercules,2140,2019-06-15,0,0,D,267
Cartagena FC,46057,Ponferradina,7791,2019-06-09,1,2,A,273
Cartagena FC,8097,Ponferradina,7791,2019-06-09,1,2,A,273
Hercules,2140,UD Logrones,54539,2019-06-09,3,1,H,273
Hercules,2140,UD Logrones,59980,2019-06-09,3,1,H,273
Mirandes,5866,Rec de Huelva,2178,2019-06-09,1,0,H,273
Mirandes,5866,Rec de Huelva,2178,2019-06-09,1,0,H,273
Melilla,1117170,Atletico Baleares,9495,2019-06-09,0,0,D,273
Melilla,1204,Atletico Baleares,9495,2019-06-09,0,0,D,273
Melilla,1117170,VillarrealB,9680,2019-06-02,2,1,H,280
Melilla,1204,VillarrealB,9680,2019-06-02,2,1,H,280
Hercules,2140,BarakaldoCF,1551,2019-06-02,0,0,D,280
Rec de Huelva,2178,Fuenlabrada,8098,2019-06-02,1,1,D,280
Atletico Baleares,9495,Santander,2927,2019-06-02,1,1,D,280
Mirandes,5866,Atletico Madrid B,1511,2019-06-02,2,1,H,280
Mirandes,5866,Atletico Madrid B,1511,2019-06-02,2,1,H,280
Alcoyano,6853,Celta Vigo B,8796,2019-06-02,0,1,A,280
UD Logrones,54539,CD Badajoz,1540,2019-06-02,3,3,D,280
UD Logrones,59980,CD Badajoz,1540,2019-06-02,3,3,D,280
Ponferradina,7791,Cornella,39919,2019-06-02,2,0,H,280
Cartagena FC,46057,Real Madrid Castilla,6833,2019-06-02,2,0,H,280
Cartagena FC,8097,Real Madrid Castilla,6833,2019-06-02,2,0,H,280
BarakaldoCF,1551,Hercules,2140,2019-05-26,1,1,D,287
Atletico Madrid B,1511,Mirandes,5866,2019-05-26,0,0,D,287
Atletico Madrid B,1511,Mirandes,5866,2019-05-26,0,0,D,287
VillarrealB,9680,Melilla,1117170,2019-05-26,0,2,A,287
VillarrealB,9680,Melilla,1204,2019-05-26,0,2,A,287
Cornella,39919,Ponferradina,7791,2019-05-26,2,1,H,287
Fuenlabrada,8098,Rec de Huelva,2178,2019-05-26,3,0,H,287
Santander,2927,Atletico Baleares,9495,2019-05-26,0,0,D,287
Celta Vigo B,8796,Alcoyano,6853,2019-05-26,1,0,H,287
Real Madrid Castilla,6833,Cartagena FC,46057,2019-05-25,3,1,H,288
Real Madrid Castilla,6833,Cartagena FC,8097,2019-05-25,3,1,H,288
CD Badajoz,1540,UD Logrones,54539,2019-05-25,0,1,A,288
CD Badajoz,1540,UD Logrones,59980,2019-05-25,0,1,A,288
Internacional,51096,CDGuijuelo,8328,2019-05-19,2,1,H,294
Melilla,1117170,UD Ibiza,9552,2019-05-19,0,1,A,294
Melilla,1204,UD Ibiza,9552,2019-05-19,0,1,A,294
Almeria B,9492,San Fernando,46063,2019-05-19,1,2,A,294
Almeria B,9492,San Fernando,38441,2019-05-19,1,2,A,294
CDANavalcarnero,9031,UD San Sebastian Reyes,2921,2019-05-19,2,3,A,294
Atletico Madrid B,1511,Las Palmas Atletico,9539,2019-05-19,0,0,D,294
Salamanca,660103,Rapido Bouzas,9600,2019-05-19,3,0,H,294
Cartagena FC,46057,CA Linense,9695,2019-05-19,1,0,H,294
Cartagena FC,8097,CA Linense,9695,2019-05-19,1,0,H,294
RealValladolidB,8986,Deportivo La Coruna B,11880,2019-05-19,1,0,H,294
UP Langreo,9607,Leioa SD,39360,2019-05-19,4,1,H,294
Santander,2927,UD Logrones,54539,2019-05-19,2,2,D,294
Santander,2927,UD Logrones,59980,2019-05-19,2,2,D,294
CDIzarra,11802,Real Sociedad B,212542,2019-05-19,1,0,H,294
CDIzarra,11802,Real Sociedad B,8330,2019-05-19,1,0,H,294
Real Union Irun,5571,CD Tudelano,9559,2019-05-19,1,0,H,294
Badalona,6280,VillarrealB,9680,2019-05-19,3,2,H,294
Arenas Getxo,9141,Mirandes,5866,2019-05-19,1,0,H,294
Arenas Getxo,9141,Mirandes,5866,2019-05-19,1,0,H,294
UCAM Murcia,657042,CF Talavera,3106,2019-05-19,2,1,H,294
UCAM Murcia,44148,CF Talavera,3106,2019-05-19,2,1,H,294
UE Olot,62216,CESabadell,5871,2019-05-19,0,2,A,294
Fuenlabrada,8098,Burgos,1661,2019-05-19,1,0,H,294
Cornella,39919,CD Teruel,9573,2019-05-19,2,0,H,294
BarakaldoCF,1551,SD Gernika,13672,2019-05-19,1,2,A,294
Ejea,9572,Peralada,9672,2019-05-19,2,2,D,294
Don Benito,6283,Granada CFB,131209,2019-05-19,1,2,A,294
Sevilla Atletico,11103,Murcia Feminas,193791,2019-05-19,2,0,H,294
Sevilla Atletico,11103,Murcia Feminas,3606,2019-05-19,2,0,H,294
At Sanluqueno,9534,CD Badajoz,1540,2019-05-19,1,0,H,294
Cultural Leonesa,4781,Coruxo FC,12897,2019-05-19,3,0,H,294
Calahorra,9646,Torrelavega,5875,2019-05-19,1,0,H,294
Castellon,5876,Barcelona B,1553,2019-05-19,2,1,H,294
Valencia CFB,10203,RCD Espanyol B,8691,2019-05-19,1,1,D,294
Real Madrid Castilla,6833,Pontevedra,5873,2019-05-19,0,1,A,294
Sporting Gijon,2046,SD Amorebieta,13660,2019-05-19,0,1,A,294
Sporting Gijon,40194,SD Amorebieta,13660,2019-05-19,0,1,A,294
Victoria,62449,Athletic Bilbao B,8798,2019-05-19,0,0,D,294
Rec de Huelva,2178,Villanovense,8737,2019-05-19,1,0,H,294
Celta Vigo B,8796,Salmantino Salamanca II,1169183,2019-05-19,1,2,A,294
Durango,13683,Real Oviedo II,51087,2019-05-18,1,3,A,295
Levante B,8333,Ebro,9571,2019-05-18,1,2,A,295
Hercules,2140,Atletico Baleares,9495,2019-05-18,0,1,A,295
CA Linense,9695,Don Benito,6283,2019-05-12,1,3,A,301
CD Tudelano,9559,Calahorra,9646,2019-05-12,0,0,D,301
Ebro,9571,Cornella,39919,2019-05-12,0,2,A,301
Las Palmas Atletico,9539,Adarve,62315,2019-05-12,2,0,H,301
Coruxo FC,12897,Salamanca,660103,2019-05-12,0,0,D,301
Marbella,8738,UCAM Murcia,657042,2019-05-12,2,0,H,301
Marbella,8738,UCAM Murcia,44148,2019-05-12,2,0,H,301
Atletico Baleares,9495,Lida,2458,2019-05-12,2,1,H,301
CD Teruel,9573,UE Olot,62216,2019-05-12,1,4,A,301
Villanovense,8737,At Sanluqueno,9534,2019-05-12,0,1,A,301
Leioa SD,39360,BarakaldoCF,1551,2019-05-12,3,0,H,301
CESabadell,5871,Ejea,9572,2019-05-12,1,0,H,301
VillarrealB,9680,Valencia CFB,10203,2019-05-12,0,1,A,301
CF Talavera,3106,Cartagena FC,46057,2019-05-12,2,2,D,301
CF Talavera,3106,Cartagena FC,8097,2019-05-12,2,2,D,301
Torrelavega,5875,Sporting Gijon,2046,2019-05-12,1,1,D,301
Torrelavega,5875,Sporting Gijon,40194,2019-05-12,1,1,D,301
Granada CFB,131209,Rec de Huelva,2178,2019-05-12,0,2,A,301
Athletic Bilbao B,8798,Real Union Irun,5571,2019-05-12,2,0,H,301
Pontevedra,5873,Atletico Madrid B,1511,2019-05-12,0,2,A,301
RCD Espanyol B,8691,Levante B,8333,2019-05-12,2,1,H,301
Burgos,1661,Celta Vigo B,8796,2019-05-12,2,1,H,301
Murcia Feminas,193791,Melilla,1117170,2019-05-12,2,0,H,301
Murcia Feminas,193791,Melilla,1204,2019-05-12,2,0,H,301
Murcia Feminas,3606,Melilla,1117170,2019-05-12,2,0,H,301
Murcia Feminas,3606,Melilla,1204,2019-05-12,2,0,H,301
Conquense,5869,Castellon,5876,2019-05-12,1,1,D,301
UD San Sebastian Reyes,2921,Cultural Leonesa,4781,2019-05-12,1,2,A,301
Salmantino Salamanca II,1169183,Internacional,51096,2019-05-12,2,1,H,301
Rapido Bouzas,9600,Real Madrid Castilla,6833,2019-05-12,0,3,A,301
Real Oviedo II,51087,Santander,2927,2019-05-12,1,1,D,301
SD Amorebieta,13660,UP Langreo,9607,2019-05-12,2,0,H,301
UD Ibiza,9552,Malaga B,5836,2019-05-12,2,1,H,301
Real Sociedad B,212542,Arenas Getxo,9141,2019-05-12,1,1,D,301
Real Sociedad B,8330,Arenas Getxo,9141,2019-05-12,1,1,D,301
CD Badajoz,1540,Sevilla Atletico,11103,2019-05-12,2,0,H,301
Barcelona B,1553,Hercules,2140,2019-05-12,0,2,A,301
UD Logrones,54539,CDIzarra,11802,2019-05-12,2,1,H,301
UD Logrones,59980,CDIzarra,11802,2019-05-12,2,1,H,301
CDGuijuelo,8328,RealValladolidB,8986,2019-05-12,0,0,D,301
Almeria B,9492,UD Ibiza,9552,2019-05-05,0,1,A,308
Atletico Madrid B,1511,Rapido Bouzas,9600,2019-05-05,5,1,H,308
Badalona,6280,Atletico Baleares,9495,2019-05-05,0,0,D,308
BarakaldoCF,1551,SD Amorebieta,13660,2019-05-05,4,3,H,308
Calahorra,9646,Athletic Bilbao B,8798,2019-05-05,0,3,A,308
RealValladolidB,8986,Salmantino Salamanca II,1169183,2019-05-05,1,0,H,308
Sevilla Atletico,11103,Villanovense,8737,2019-05-05,2,1,H,308
CDANavalcarnero,9031,CDGuijuelo,8328,2019-05-05,0,1,A,308
CD Teruel,9573,Ebro,9571,2019-05-05,4,1,H,308
Cartagena FC,46057,Marbella,8738,2019-05-05,2,0,H,308
Cartagena FC,8097,Marbella,8738,2019-05-05,2,0,H,308
Internacional,51096,Burgos,1661,2019-05-05,0,1,A,308
Celta Vigo B,8796,Ponferradina,7791,2019-05-05,1,1,D,308
Cornella,39919,RCD Espanyol B,8691,2019-05-05,0,2,A,308
Melilla,1117170,CD Badajoz,1540,2019-05-05,2,1,H,308
Melilla,1204,CD Badajoz,1540,2019-05-05,2,1,H,308
Sporting Gijon,2046,CD Tudelano,9559,2019-05-05,0,0,D,308
Sporting Gijon,40194,CD Tudelano,9559,2019-05-05,0,0,D,308
Lida,2458,Barcelona B,1553,2019-05-05,1,2,A,308
CDIzarra,11802,Real Oviedo II,51087,2019-05-05,1,1,D,308
Don Benito,6283,CF Talavera,3106,2019-05-05,0,1,A,308
UCAM Murcia,657042,San Fernando,46063,2019-05-05,2,1,H,308
UCAM Murcia,657042,San Fernando,38441,2019-05-05,2,1,H,308
UCAM Murcia,44148,San Fernando,46063,2019-05-05,2,1,H,308
UCAM Murcia,44148,San Fernando,38441,2019-05-05,2,1,H,308
Castellon,5876,Peralada,9672,2019-05-05,3,1,H,308
Las Palmas Atletico,9539,Pontevedra,5873,2019-05-05,2,1,H,308
Malaga B,5836,Murcia Feminas,193791,2019-05-04,1,0,H,309
Malaga B,5836,Murcia Feminas,3606,2019-05-04,1,0,H,309
Ejea,9572,UE Olot,62216,2019-05-04,0,0,D,309
Granada CFB,131209,CA Linense,9695,2019-05-04,3,2,H,309
Arenas Getxo,9141,UD Logrones,54539,2019-05-04,1,3,A,309
Arenas Getxo,9141,UD Logrones,59980,2019-05-04,1,3,A,309
Mirandes,5866,Real Sociedad B,212542,2019-05-04,2,1,H,309
Mirandes,5866,Real Sociedad B,8330,2019-05-04,2,1,H,309
Mirandes,5866,Real Sociedad B,212542,2019-05-04,2,1,H,309
Mirandes,5866,Real Sociedad B,8330,2019-05-04,2,1,H,309
Cultural Leonesa,4781,Deportivo La Coruna B,11880,2019-05-04,4,0,H,309
Real Madrid Castilla,6833,Coruxo FC,12897,2019-05-04,3,0,H,309
Durango,13683,Leioa SD,39360,2019-05-04,0,3,A,309
Levante B,8333,VillarrealB,9680,2019-05-04,1,3,A,309
Salamanca,660103,UD San Sebastian Reyes,2921,2019-05-04,1,1,D,309
UP Langreo,9607,Torrelavega,5875,2019-05-04,1,0,H,309
At Sanluqueno,9534,Rec de Huelva,2178,2019-05-04,0,3,A,309
Hercules,2140,Conquense,5869,2019-05-04,1,0,H,309
Real Union Irun,5571,Victoria,62449,2019-05-04,2,0,H,309
Alcoyano,6853,CESabadell,5871,2019-05-03,2,1,H,310
Real Oviedo II,51087,Arenas Getxo,9141,2019-04-28,3,2,H,315
Murcia Feminas,193791,Almeria B,9492,2019-04-28,0,0,D,315
Murcia Feminas,3606,Almeria B,9492,2019-04-28,0,0,D,315
San Fernando,46063,Cartagena FC,46057,2019-04-28,1,2,A,315
San Fernando,46063,Cartagena FC,8097,2019-04-28,1,2,A,315
San Fernando,38441,Cartagena FC,46057,2019-04-28,1,2,A,315
San Fernando,38441,Cartagena FC,8097,2019-04-28,1,2,A,315
Salmantino Salamanca II,1169183,CDANavalcarnero,9031,2019-04-28,3,2,H,315
RCD Espanyol B,8691,CD Teruel,9573,2019-04-28,3,0,H,315
Barcelona B,1553,Badalona,6280,2019-04-28,1,1,D,315
Adarve,62315,Pontevedra,5873,2019-04-28,3,0,H,315
SD Gernika,13672,CDIzarra,11802,2019-04-28,0,1,A,315
Fuenlabrada,8098,Celta Vigo B,8796,2019-04-28,2,1,H,315
CF Talavera,3106,Granada CFB,131209,2019-04-28,0,2,A,315
Rec de Huelva,2178,CA Linense,9695,2019-04-28,1,0,H,315
Villanovense,8737,Melilla,1117170,2019-04-28,1,2,A,315
Villanovense,8737,Melilla,1204,2019-04-28,1,2,A,315
Burgos,1661,RealValladolidB,8986,2019-04-28,1,0,H,315
Rapido Bouzas,9600,Las Palmas Atletico,9539,2019-04-28,2,1,H,315
UE Olot,62216,Ebro,9571,2019-04-28,0,0,D,315
UD San Sebastian Reyes,2921,Real Madrid Castilla,6833,2019-04-28,2,2,D,315
Atletico Baleares,9495,Valencia CFB,10203,2019-04-28,3,2,H,315
Real Union Irun,5571,Calahorra,9646,2019-04-28,0,1,A,315
Ejea,9572,Alcoyano,6853,2019-04-28,2,1,H,315
Athletic Bilbao B,8798,Sporting Gijon,2046,2019-04-28,0,2,A,315
Athletic Bilbao B,8798,Sporting Gijon,40194,2019-04-28,0,2,A,315
Torrelavega,5875,BarakaldoCF,1551,2019-04-28,1,3,A,315
Poli Ejido,212575,UCAM Murcia,657042,2019-04-27,2,0,H,316
Poli Ejido,212575,UCAM Murcia,44148,2019-04-27,2,0,H,316
Conquense,5869,Lida,2458,2019-04-27,1,2,A,316
Peralada,9672,Hercules,2140,2019-04-27,0,1,A,316
CD Badajoz,1540,Malaga B,5836,2019-04-27,4,0,H,316
UD Logrones,54539,Mirandes,5866,2019-04-27,3,0,H,316
UD Logrones,54539,Mirandes,5866,2019-04-27,3,0,H,316
UD Logrones,59980,Mirandes,5866,2019-04-27,3,0,H,316
UD Logrones,59980,Mirandes,5866,2019-04-27,3,0,H,316
Victoria,62449,Real Sociedad B,212542,2019-04-27,2,1,H,316
Victoria,62449,Real Sociedad B,8330,2019-04-27,2,1,H,316
At Sanluqueno,9534,Sevilla Atletico,11103,2019-04-27,1,0,H,316
Ponferradina,7791,Internacional,51096,2019-04-27,3,0,H,316
CDGuijuelo,8328,Cultural Leonesa,4781,2019-04-27,1,0,H,316
CD Tudelano,9559,UP Langreo,9607,2019-04-27,2,0,H,316
SD Amorebieta,13660,Durango,13683,2019-04-27,3,0,H,316
Coruxo FC,12897,Atletico Madrid B,1511,2019-04-27,3,0,H,316
CESabadell,5871,Castellon,5876,2019-04-27,2,1,H,316
Marbella,8738,Don Benito,6283,2019-04-27,4,0,H,316
VillarrealB,9680,Cornella,39919,2019-04-27,0,0,D,316
Leioa SD,39360,Santander,2927,2019-04-27,1,1,D,316
Deportivo La Coruna B,11880,Salamanca,660103,2019-04-27,3,3,D,316
Castellon,5876,Ejea,9572,2019-04-21,1,0,H,322
Cartagena FC,46057,Poli Ejido,212575,2019-04-21,3,0,H,322
Cartagena FC,8097,Poli Ejido,212575,2019-04-21,3,0,H,322
Ebro,9571,RCD Espanyol B,8691,2019-04-21,1,1,D,322
Atletico Madrid B,1511,UD San Sebastian Reyes,2921,2019-04-21,1,0,H,322
Internacional,51096,Fuenlabrada,8098,2019-04-21,0,0,D,322
Valencia CFB,10203,Barcelona B,1553,2019-04-21,1,0,H,322
Lida,2458,Peralada,9672,2019-04-21,2,0,H,322
UCAM Murcia,657042,UD Ibiza,9552,2019-04-21,1,1,D,322
UCAM Murcia,44148,UD Ibiza,9552,2019-04-21,1,1,D,322
Las Palmas Atletico,9539,Coruxo FC,12897,2019-04-21,1,0,H,322
Celta Vigo B,8796,Adarve,62315,2019-04-21,4,2,H,322
Melilla,1117170,At Sanluqueno,9534,2019-04-21,4,0,H,322
Melilla,1204,At Sanluqueno,9534,2019-04-21,4,0,H,322
Santander,2927,SD Amorebieta,13660,2019-04-21,1,1,D,322
CA Linense,9695,CF Talavera,3106,2019-04-21,0,1,A,322
Cultural Leonesa,4781,Salmantino Salamanca II,1169183,2019-04-21,1,1,D,322
Calahorra,9646,Victoria,62449,2019-04-21,2,0,H,322
Sevilla Atletico,11103,Rec de Huelva,2178,2019-04-21,1,2,A,322
CDANavalcarnero,9031,Burgos,1661,2019-04-21,1,1,D,322
Real Sociedad B,212542,UD Logrones,54539,2019-04-20,0,1,A,323
Real Sociedad B,212542,UD Logrones,59980,2019-04-20,0,1,A,323
Real Sociedad B,8330,UD Logrones,54539,2019-04-20,0,1,A,323
Real Sociedad B,8330,UD Logrones,59980,2019-04-20,0,1,A,323
Salamanca,660103,CDGuijuelo,8328,2019-04-20,1,0,H,323
Granada CFB,131209,Marbella,8738,2019-04-20,0,0,D,323
Mirandes,5866,Real Oviedo II,51087,2019-04-20,1,0,H,323
Mirandes,5866,Real Oviedo II,51087,2019-04-20,1,0,H,323
Don Benito,6283,San Fernando,46063,2019-04-20,4,3,H,323
Don Benito,6283,San Fernando,38441,2019-04-20,4,3,H,323
Levante B,8333,Atletico Baleares,9495,2019-04-20,1,2,A,323
RealValladolidB,8986,Ponferradina,7791,2019-04-20,1,3,A,323
Hercules,2140,CESabadell,5871,2019-04-20,2,0,H,323
Almeria B,9492,CD Badajoz,1540,2019-04-20,1,2,A,323
Alcoyano,6853,UE Olot,62216,2019-04-20,1,1,D,323
Sporting Gijon,2046,Real Union Irun,5571,2019-04-19,0,1,A,324
Sporting Gijon,40194,Real Union Irun,5571,2019-04-19,0,1,A,324
Badalona,6280,Conquense,5869,2019-04-19,0,0,D,324
UP Langreo,9607,Athletic Bilbao B,8798,2019-04-18,0,2,A,325
BarakaldoCF,1551,CD Tudelano,9559,2019-04-18,1,1,D,325
Real Madrid Castilla,6833,Deportivo La Coruna B,11880,2019-04-18,1,0,H,325
Pontevedra,5873,Rapido Bouzas,9600,2019-04-18,3,1,H,325
Arenas Getxo,9141,SD Gernika,13672,2019-04-17,4,1,H,326
CDIzarra,11802,Leioa SD,39360,2019-04-17,2,1,H,326
Coruxo FC,12897,Pontevedra,5873,2019-04-14,0,1,A,329
Alcoyano,6853,Castellon,5876,2019-04-14,1,1,D,329
Victoria,62449,UD Logrones,54539,2019-04-14,0,2,A,329
Victoria,62449,UD Logrones,59980,2019-04-14,0,2,A,329
Burgos,1661,Cultural Leonesa,4781,2019-04-14,2,2,D,329
UD San Sebastian Reyes,2921,Las Palmas Atletico,9539,2019-04-14,0,2,A,329
CD Tudelano,9559,Durango,13683,2019-04-14,1,0,H,329
Peralada,9672,Badalona,6280,2019-04-14,1,2,A,329
Poli Ejido,212575,Don Benito,6283,2019-04-14,0,1,A,329
Calahorra,9646,Sporting Gijon,2046,2019-04-14,1,3,A,329
Calahorra,9646,Sporting Gijon,40194,2019-04-14,1,3,A,329
Real Oviedo II,51087,Real Sociedad B,212542,2019-04-14,2,1,H,329
Real Oviedo II,51087,Real Sociedad B,8330,2019-04-14,2,1,H,329
Rec de Huelva,2178,CF Talavera,3106,2019-04-14,1,0,H,329
UE Olot,62216,RCD Espanyol B,8691,2019-04-14,0,1,A,329
CESabadell,5871,Lida,2458,2019-04-14,1,0,H,329
Celta Vigo B,8796,Internacional,51096,2019-04-14,5,0,H,329
Atletico Baleares,9495,Cornella,39919,2019-04-14,2,0,H,329
Fuenlabrada,8098,RealValladolidB,8986,2019-04-14,2,0,H,329
Deportivo La Coruna B,11880,Atletico Madrid B,1511,2019-04-14,0,2,A,329
UD Ibiza,9552,Cartagena FC,46057,2019-04-14,1,0,H,329
UD Ibiza,9552,Cartagena FC,8097,2019-04-14,1,0,H,329
CDGuijuelo,8328,Real Madrid Castilla,6833,2019-04-14,2,1,H,329
Sevilla Atletico,11103,Melilla,1117170,2019-04-14,0,0,D,329
Sevilla Atletico,11103,Melilla,1204,2019-04-14,0,0,D,329
VillarrealB,9680,Ebro,9571,2019-04-13,1,2,A,330
Murcia Feminas,193791,UCAM Murcia,657042,2019-04-13,0,1,A,330
Murcia Feminas,193791,UCAM Murcia,44148,2019-04-13,0,1,A,330
Murcia Feminas,3606,UCAM Murcia,657042,2019-04-13,0,1,A,330
Murcia Feminas,3606,UCAM Murcia,44148,2019-04-13,0,1,A,330
Real Union Irun,5571,UP Langreo,9607,2019-04-13,4,0,H,330
Ejea,9572,Hercules,2140,2019-04-13,0,0,D,330
Athletic Bilbao B,8798,BarakaldoCF,1551,2019-04-13,4,1,H,330
SD Amorebieta,13660,CDIzarra,11802,2019-04-13,0,0,D,330
Conquense,5869,Valencia CFB,10203,2019-04-13,3,0,H,330
Barcelona B,1553,Levante B,8333,2019-04-13,3,2,H,330
San Fernando,46063,Granada CFB,131209,2019-04-13,0,0,D,330
San Fernando,38441,Granada CFB,131209,2019-04-13,0,0,D,330
Marbella,8738,CA Linense,9695,2019-04-13,2,0,H,330
Leioa SD,39360,Arenas Getxo,9141,2019-04-13,0,0,D,330
At Sanluqueno,9534,Malaga B,5836,2019-04-13,1,1,D,330
Salmantino Salamanca II,1169183,Salamanca,660103,2019-04-13,1,1,D,330
CA Linense,9695,San Fernando,46063,2019-04-07,0,1,A,336
CA Linense,9695,San Fernando,38441,2019-04-07,0,1,A,336
Cornella,39919,Barcelona B,1553,2019-04-07,2,2,D,336
Almeria B,9492,At Sanluqueno,9534,2019-04-07,1,0,H,336
Don Benito,6283,UD Ibiza,9552,2019-04-07,2,2,D,336
Cultural Leonesa,4781,Ponferradina,7791,2019-04-07,1,1,D,336
Castellon,5876,UE Olot,62216,2019-04-07,1,1,D,336
Real Madrid Castilla,6833,Salmantino Salamanca II,1169183,2019-04-07,1,1,D,336
Melilla,1117170,Rec de Huelva,2178,2019-04-07,1,1,D,336
Melilla,1204,Rec de Huelva,2178,2019-04-07,1,1,D,336
Pontevedra,5873,UD San Sebastian Reyes,2921,2019-04-07,3,1,H,336
CF Talavera,3106,Marbella,8738,2019-04-07,0,3,A,336
