NaTeamHome,CoTeamHome,NaTeamAway,CoTeamAway,Date,NuScoreTeamHome,NuScoreTeamAway,FTR,time_diff
CESabadell,5871,Hercules,2140,2018-12-02,2,1,H,462
Adarve,62315,Celta Vigo B,8796,2018-12-02,0,0,D,462
UE Olot,62216,Alcoyano,6853,2018-12-02,1,1,D,462
Rapido Bouzas,9600,Pontevedra,5873,2018-12-02,1,3,A,462
Poli Ejido,212575,Cartagena FC,46057,2018-12-02,1,0,H,462
Poli Ejido,212575,Cartagena FC,8097,2018-12-02,1,0,H,462
Fuenlabrada,8098,Internacional,51096,2018-12-02,4,0,H,462
Real Oviedo II,51087,Mirandes,5866,2018-12-02,1,1,D,462
Real Oviedo II,51087,Mirandes,5866,2018-12-02,1,1,D,462
CDGuijuelo,8328,Salamanca,660103,2018-12-02,0,1,A,462
Real Union Irun,5571,Sporting Gijon,2046,2018-12-02,2,0,H,462
Real Union Irun,5571,Sporting Gijon,40194,2018-12-02,2,0,H,462
Ponferradina,7791,RealValladolidB,8986,2018-12-02,5,0,H,462
UD Ibiza,9552,UCAM Murcia,657042,2018-12-02,2,0,H,462
UD Ibiza,9552,UCAM Murcia,44148,2018-12-02,2,0,H,462
CD Badajoz,1540,Almeria B,9492,2018-12-02,1,1,D,462
Burgos,1661,CDANavalcarnero,9031,2018-12-02,0,0,D,462
Athletic Bilbao B,8798,UP Langreo,9607,2018-12-01,5,1,H,463
Deportivo La Coruna B,11880,Real Madrid Castilla,6833,2018-12-01,4,3,H,463
SD Gernika,13672,Arenas Getxo,9141,2018-12-01,2,0,H,463
SD Amorebieta,13660,Santander,2927,2018-12-01,1,3,A,463
RCD Espanyol B,8691,Ebro,9571,2018-12-01,0,0,D,463
Leioa SD,39360,CDIzarra,11802,2018-12-01,2,2,D,463
Rec de Huelva,2178,Sevilla Atletico,11103,2018-12-01,2,1,H,463
Ejea,9572,Castellon,5876,2018-12-01,2,0,H,463
Barcelona B,1553,Valencia CFB,10203,2018-12-01,2,2,D,463
UP Langreo,9607,Real Union Irun,5571,2018-11-25,1,1,D,469
Granada CFB,131209,San Fernando,46063,2018-11-25,1,1,D,469
Granada CFB,131209,San Fernando,38441,2018-11-25,1,1,D,469
Cultural Leonesa,4781,Burgos,1661,2018-11-25,1,1,D,469
Salamanca,660103,Salmantino Salamanca II,1169183,2018-11-25,1,1,D,469
Castellon,5876,Alcoyano,6853,2018-11-25,3,0,H,469
Badalona,6280,Peralada,9672,2018-11-25,0,1,A,469
Malaga B,5836,At Sanluqueno,9534,2018-11-25,2,1,H,469
RealValladolidB,8986,Fuenlabrada,8098,2018-11-25,1,1,D,469
Atletico Madrid B,1511,Deportivo La Coruna B,11880,2018-11-25,3,0,H,469
Levante B,8333,Barcelona B,1553,2018-11-25,0,0,D,469
RCD Espanyol B,8691,UE Olot,62216,2018-11-25,0,0,D,469
UCAM Murcia,657042,Murcia Feminas,193791,2018-11-25,2,1,H,469
UCAM Murcia,657042,Murcia Feminas,3606,2018-11-25,2,1,H,469
UCAM Murcia,44148,Murcia Feminas,193791,2018-11-25,2,1,H,469
UCAM Murcia,44148,Murcia Feminas,3606,2018-11-25,2,1,H,469
Sporting Gijon,2046,Calahorra,9646,2018-11-25,2,3,A,469
Sporting Gijon,40194,Calahorra,9646,2018-11-25,2,3,A,469
Las Palmas Atletico,9539,UD San Sebastian Reyes,2921,2018-11-25,1,0,H,469
BarakaldoCF,1551,Athletic Bilbao B,8798,2018-11-25,1,1,D,469
Internacional,51096,Celta Vigo B,8796,2018-11-25,2,0,H,469
CA Linense,9695,Marbella,8738,2018-11-25,3,0,H,469
Real Madrid Castilla,6833,CDGuijuelo,8328,2018-11-25,1,0,H,469
Hercules,2140,Ejea,9572,2018-11-25,2,0,H,469
CF Talavera,3106,Rec de Huelva,2178,2018-11-25,2,3,A,469
CDIzarra,11802,SD Amorebieta,13660,2018-11-25,0,0,D,469
Lida,2458,CESabadell,5871,2018-11-25,3,2,H,469
Cartagena FC,46057,UD Ibiza,9552,2018-11-25,6,0,H,469
Cartagena FC,8097,UD Ibiza,9552,2018-11-25,6,0,H,469
Ebro,9571,VillarrealB,9680,2018-11-25,2,0,H,469
Don Benito,6283,Poli Ejido,212575,2018-11-25,0,1,A,469
Melilla,1117170,Sevilla Atletico,11103,2018-11-25,2,1,H,469
Melilla,1204,Sevilla Atletico,11103,2018-11-25,2,1,H,469
Pontevedra,5873,Coruxo FC,12897,2018-11-25,1,0,H,469
Arenas Getxo,9141,Leioa SD,39360,2018-11-24,1,1,D,470
Valencia CFB,10203,Conquense,5869,2018-11-24,2,2,D,470
Real Sociedad B,212542,Real Oviedo II,51087,2018-11-24,2,3,A,470
Real Sociedad B,8330,Real Oviedo II,51087,2018-11-24,2,3,A,470
Durango,13683,CD Tudelano,9559,2018-11-24,1,0,H,470
UD Logrones,54539,Victoria,62449,2018-11-24,1,0,H,470
UD Logrones,59980,Victoria,62449,2018-11-24,1,0,H,470
Cornella,39919,Atletico Baleares,9495,2018-11-24,2,0,H,470
Victoria,62449,Sporting Gijon,2046,2018-11-18,1,2,A,476
Victoria,62449,Sporting Gijon,40194,2018-11-18,1,2,A,476
VillarrealB,9680,RCD Espanyol B,8691,2018-11-18,3,1,H,476
Real Oviedo II,51087,UD Logrones,54539,2018-11-18,0,1,A,476
Real Oviedo II,51087,UD Logrones,59980,2018-11-18,0,1,A,476
Burgos,1661,Salamanca,660103,2018-11-18,0,1,A,476
Celta Vigo B,8796,RealValladolidB,8986,2018-11-18,0,0,D,476
Salmantino Salamanca II,1169183,Real Madrid Castilla,6833,2018-11-18,3,3,D,476
Adarve,62315,Internacional,51096,2018-11-18,1,3,A,476
Murcia Feminas,193791,Cartagena FC,46057,2018-11-18,1,2,A,476
Murcia Feminas,193791,Cartagena FC,8097,2018-11-18,1,2,A,476
Murcia Feminas,3606,Cartagena FC,46057,2018-11-18,1,2,A,476
Murcia Feminas,3606,Cartagena FC,8097,2018-11-18,1,2,A,476
Coruxo FC,12897,Rapido Bouzas,9600,2018-11-18,0,0,D,476
UD San Sebastian Reyes,2921,Pontevedra,5873,2018-11-18,2,1,H,476
CESabadell,5871,Badalona,6280,2018-11-18,0,0,D,476
Alcoyano,6853,Hercules,2140,2018-11-18,1,0,H,476
Sevilla Atletico,11103,Malaga B,5836,2018-11-18,2,3,A,476
CD Tudelano,9559,Santander,2927,2018-11-18,1,1,D,476
Rec de Huelva,2178,Melilla,1117170,2018-11-18,0,1,A,476
Rec de Huelva,2178,Melilla,1204,2018-11-18,0,1,A,476
UD Ibiza,9552,Don Benito,6283,2018-11-18,0,1,A,476
Marbella,8738,CF Talavera,3106,2018-11-18,2,0,H,476
Ponferradina,7791,Cultural Leonesa,4781,2018-11-18,0,0,D,476
CDGuijuelo,8328,Atletico Madrid B,1511,2018-11-18,1,0,H,476
Atletico Baleares,9495,CD Teruel,9573,2018-11-18,4,3,H,476
UE Olot,62216,Castellon,5876,2018-11-18,1,1,D,476
Conquense,5869,Levante B,8333,2018-11-18,2,0,H,476
San Fernando,46063,CA Linense,9695,2018-11-18,0,1,A,476
San Fernando,38441,CA Linense,9695,2018-11-18,0,1,A,476
Deportivo La Coruna B,11880,Las Palmas Atletico,9539,2018-11-18,1,1,D,476
Calahorra,9646,UP Langreo,9607,2018-11-18,2,4,A,476
Poli Ejido,212575,Granada CFB,131209,2018-11-18,2,0,H,476
Athletic Bilbao B,8798,Durango,13683,2018-11-18,2,2,D,476
CD Badajoz,1540,UCAM Murcia,657042,2018-11-18,1,0,H,476
CD Badajoz,1540,UCAM Murcia,44148,2018-11-18,1,0,H,476
At Sanluqueno,9534,Almeria B,9492,2018-11-18,2,1,H,476
Torrelavega,5875,CDIzarra,11802,2018-11-18,0,0,D,476
Barcelona B,1553,Cornella,39919,2018-11-17,2,1,H,477
SD Gernika,13672,Real Sociedad B,212542,2018-11-17,1,0,H,477
SD Gernika,13672,Real Sociedad B,8330,2018-11-17,1,0,H,477
Leioa SD,39360,Mirandes,5866,2018-11-17,1,0,H,477
Leioa SD,39360,Mirandes,5866,2018-11-17,1,0,H,477
SD Amorebieta,13660,Arenas Getxo,9141,2018-11-17,0,1,A,477
Real Union Irun,5571,BarakaldoCF,1551,2018-11-17,1,2,A,477
Ejea,9572,Lida,2458,2018-11-17,4,4,D,477
BarakaldoCF,1551,Calahorra,9646,2018-11-11,1,2,A,483
Don Benito,6283,Murcia Feminas,193791,2018-11-11,0,0,D,483
Don Benito,6283,Murcia Feminas,3606,2018-11-11,0,0,D,483
Malaga B,5836,Melilla,1117170,2018-11-11,0,1,A,483
Malaga B,5836,Melilla,1204,2018-11-11,0,1,A,483
Almeria B,9492,Sevilla Atletico,11103,2018-11-11,1,5,A,483
UD Logrones,54539,SD Gernika,13672,2018-11-11,2,0,H,483
UD Logrones,59980,SD Gernika,13672,2018-11-11,2,0,H,483
Ebro,9571,Atletico Baleares,9495,2018-11-11,1,3,A,483
Salamanca,660103,Ponferradina,7791,2018-11-11,1,0,H,483
Granada CFB,131209,UD Ibiza,9552,2018-11-11,0,3,A,483
UCAM Murcia,657042,Villanovense,8737,2018-11-11,2,1,H,483
UCAM Murcia,44148,Villanovense,8737,2018-11-11,2,1,H,483
Santander,2927,Athletic Bilbao B,8798,2018-11-11,3,1,H,483
CF Talavera,3106,San Fernando,46063,2018-11-11,0,0,D,483
CF Talavera,3106,San Fernando,38441,2018-11-11,0,0,D,483
Mirandes,5866,SD Amorebieta,13660,2018-11-11,2,0,H,483
Mirandes,5866,SD Amorebieta,13660,2018-11-11,2,0,H,483
Pontevedra,5873,Deportivo La Coruna B,11880,2018-11-11,2,2,D,483
Las Palmas Atletico,9539,CDGuijuelo,8328,2018-11-11,3,1,H,483
Marbella,8738,Rec de Huelva,2178,2018-11-11,1,0,H,483
Cartagena FC,46057,CD Badajoz,1540,2018-11-11,1,0,H,483
Cartagena FC,8097,CD Badajoz,1540,2018-11-11,1,0,H,483
Cultural Leonesa,4781,Fuenlabrada,8098,2018-11-11,1,1,D,483
RealValladolidB,8986,Internacional,51096,2018-11-11,2,1,H,483
CA Linense,9695,Poli Ejido,212575,2018-11-11,3,0,H,483
Real Oviedo II,51087,Victoria,62449,2018-11-11,0,0,D,483
Rapido Bouzas,9600,UD San Sebastian Reyes,2921,2018-11-11,1,1,D,483
Lida,2458,Alcoyano,6853,2018-11-11,2,0,H,483
CDANavalcarnero,9031,Celta Vigo B,8796,2018-11-11,3,1,H,483
Valencia CFB,10203,CESabadell,5871,2018-11-11,1,1,D,483
Atletico Madrid B,1511,Salmantino Salamanca II,1169183,2018-11-11,2,1,H,483
Badalona,6280,Ejea,9572,2018-11-11,0,0,D,483
CD Teruel,9573,Barcelona B,1553,2018-11-11,1,0,H,483
Hercules,2140,Castellon,5876,2018-11-11,1,1,D,483
Coruxo FC,12897,Adarve,62315,2018-11-11,2,1,H,483
Cornella,39919,Conquense,5869,2018-11-11,2,1,H,483
Real Sociedad B,212542,Leioa SD,39360,2018-11-10,1,2,A,484
Real Sociedad B,8330,Leioa SD,39360,2018-11-10,1,2,A,484
Real Madrid Castilla,6833,Burgos,1661,2018-11-10,1,0,H,484
CDIzarra,11802,CD Tudelano,9559,2018-11-10,1,1,D,484
VillarrealB,9680,UE Olot,62216,2018-11-10,1,2,A,484
Arenas Getxo,9141,Torrelavega,5875,2018-11-10,0,1,A,484
UP Langreo,9607,Sporting Gijon,2046,2018-11-10,0,2,A,484
UP Langreo,9607,Sporting Gijon,40194,2018-11-10,0,2,A,484
Durango,13683,Real Union Irun,5571,2018-11-10,1,1,D,484
Levante B,8333,Peralada,9672,2018-11-10,2,2,D,484
CD Badajoz,1540,Don Benito,6283,2018-11-04,2,1,H,490
UE Olot,62216,Hercules,2140,2018-11-04,0,0,D,490
SD Gernika,13672,Real Oviedo II,51087,2018-11-04,1,1,D,490
UD Ibiza,9552,CA Linense,9695,2018-11-04,0,0,D,490
CDGuijuelo,8328,Pontevedra,5873,2018-11-04,3,0,H,490
San Fernando,46063,Marbella,8738,2018-11-04,2,0,H,490
San Fernando,38441,Marbella,8738,2018-11-04,2,0,H,490
Adarve,62315,RealValladolidB,8986,2018-11-04,2,1,H,490
Calahorra,9646,Durango,13683,2018-11-04,2,2,D,490
Celta Vigo B,8796,Cultural Leonesa,4781,2018-11-04,3,3,D,490
UD San Sebastian Reyes,2921,Coruxo FC,12897,2018-11-04,1,1,D,490
Barcelona B,1553,Ebro,9571,2018-11-04,1,1,D,490
Internacional,51096,CDANavalcarnero,9031,2018-11-04,1,1,D,490
Castellon,5876,Lida,2458,2018-11-04,0,1,A,490
Real Union Irun,5571,Santander,2927,2018-11-04,0,3,A,490
Victoria,62449,UP Langreo,9607,2018-11-04,1,3,A,490
Atletico Baleares,9495,RCD Espanyol B,8691,2018-11-04,2,0,H,490
Rec de Huelva,2178,Malaga B,5836,2018-11-04,2,1,H,490
Sporting Gijon,2046,BarakaldoCF,1551,2018-11-04,2,0,H,490
Sporting Gijon,40194,BarakaldoCF,1551,2018-11-04,2,0,H,490
At Sanluqueno,9534,UCAM Murcia,657042,2018-11-04,0,4,A,490
At Sanluqueno,9534,UCAM Murcia,44148,2018-11-04,0,4,A,490
Poli Ejido,212575,CF Talavera,3106,2018-11-04,0,1,A,490
CESabadell,5871,Levante B,8333,2018-11-04,2,1,H,490
CD Tudelano,9559,Arenas Getxo,9141,2018-11-04,0,1,A,490
Peralada,9672,Cornella,39919,2018-11-04,2,2,D,490
Salmantino Salamanca II,1169183,Las Palmas Atletico,9539,2018-11-04,2,0,H,490
Burgos,1661,Atletico Madrid B,1511,2018-11-04,1,1,D,490
Fuenlabrada,8098,Salamanca,660103,2018-11-04,1,1,D,490
Alcoyano,6853,Badalona,6280,2018-11-04,0,1,A,490
Melilla,1117170,Almeria B,9492,2018-11-04,4,0,H,490
Melilla,1204,Almeria B,9492,2018-11-04,4,0,H,490
Villanovense,8737,Cartagena FC,46057,2018-11-04,1,1,D,490
Villanovense,8737,Cartagena FC,8097,2018-11-04,1,1,D,490
Athletic Bilbao B,8798,CDIzarra,11802,2018-11-03,6,0,H,491
Murcia Feminas,193791,Granada CFB,131209,2018-11-03,0,1,A,491
Murcia Feminas,3606,Granada CFB,131209,2018-11-03,0,1,A,491
Ponferradina,7791,Real Madrid Castilla,6833,2018-11-03,3,2,H,491
SD Amorebieta,13660,Real Sociedad B,212542,2018-11-03,1,1,D,491
SD Amorebieta,13660,Real Sociedad B,8330,2018-11-03,1,1,D,491
Ejea,9572,Valencia CFB,10203,2018-11-03,3,1,H,491
Leioa SD,39360,UD Logrones,54539,2018-11-03,2,1,H,491
Leioa SD,39360,UD Logrones,59980,2018-11-03,2,1,H,491
CF Talavera,3106,UD Ibiza,9552,2018-10-28,0,2,A,497
BarakaldoCF,1551,UP Langreo,9607,2018-10-28,1,0,H,497
UD San Sebastian Reyes,2921,Adarve,62315,2018-10-28,2,2,D,497
Las Palmas Atletico,9539,Burgos,1661,2018-10-28,0,0,D,497
Granada CFB,131209,CD Badajoz,1540,2018-10-28,0,2,A,497
San Fernando,46063,Rec de Huelva,2178,2018-10-28,1,0,H,497
San Fernando,38441,Rec de Huelva,2178,2018-10-28,1,0,H,497
VillarrealB,9680,Atletico Baleares,9495,2018-10-28,2,1,H,497
Coruxo FC,12897,Deportivo La Coruna B,11880,2018-10-28,1,0,H,497
CDANavalcarnero,9031,RealValladolidB,8986,2018-10-28,3,2,H,497
RCD Espanyol B,8691,Barcelona B,1553,2018-10-28,1,0,H,497
Levante B,8333,Ejea,9572,2018-10-28,2,0,H,497
CDIzarra,11802,Real Union Irun,5571,2018-10-28,1,1,D,497
Pontevedra,5873,Salmantino Salamanca II,1169183,2018-10-28,2,0,H,497
UD Logrones,54539,SD Amorebieta,13660,2018-10-28,2,0,H,497
UD Logrones,59980,SD Amorebieta,13660,2018-10-28,2,0,H,497
CA Linense,9695,Murcia Feminas,193791,2018-10-28,0,0,D,497
CA Linense,9695,Murcia Feminas,3606,2018-10-28,0,0,D,497
Cornella,39919,CESabadell,5871,2018-10-28,1,1,D,497
Marbella,8738,Poli Ejido,212575,2018-10-28,1,2,A,497
Badalona,6280,Castellon,5876,2018-10-28,2,0,H,497
Rapido Bouzas,9600,CDGuijuelo,8328,2018-10-28,2,1,H,497
Atletico Madrid B,1511,Ponferradina,7791,2018-10-28,1,1,D,497
UCAM Murcia,657042,Sevilla Atletico,11103,2018-10-28,3,0,H,497
UCAM Murcia,44148,Sevilla Atletico,11103,2018-10-28,3,0,H,497
Cartagena FC,46057,At Sanluqueno,9534,2018-10-28,3,0,H,497
Cartagena FC,8097,At Sanluqueno,9534,2018-10-28,3,0,H,497
Real Oviedo II,51087,Leioa SD,39360,2018-10-27,1,1,D,498
Durango,13683,Sporting Gijon,2046,2018-10-27,2,1,H,498
Durango,13683,Sporting Gijon,40194,2018-10-27,2,1,H,498
Salamanca,660103,Celta Vigo B,8796,2018-10-27,1,1,D,498
Don Benito,6283,Villanovense,8737,2018-10-27,2,2,D,498
Ebro,9571,Conquense,5869,2018-10-27,0,0,D,498
Real Madrid Castilla,6833,Fuenlabrada,8098,2018-10-27,0,1,A,498
Lida,2458,Hercules,2140,2018-10-27,0,1,A,498
Arenas Getxo,9141,Athletic Bilbao B,8798,2018-10-27,1,0,H,498
Santander,2927,Calahorra,9646,2018-10-27,5,0,H,498
Valencia CFB,10203,Alcoyano,6853,2018-10-27,2,3,A,498
Real Sociedad B,212542,Torrelavega,5875,2018-10-27,0,0,D,498
Real Sociedad B,8330,Torrelavega,5875,2018-10-27,0,0,D,498
Cultural Leonesa,4781,Internacional,51096,2018-10-27,3,1,H,498
Mirandes,5866,CD Tudelano,9559,2018-10-27,3,0,H,498
Mirandes,5866,CD Tudelano,9559,2018-10-27,3,0,H,498
UD Ibiza,9552,Marbella,8738,2018-10-21,4,0,H,504
Peralada,9672,Ebro,9571,2018-10-21,1,2,A,504
Conquense,5869,RCD Espanyol B,8691,2018-10-21,1,1,D,504
CDGuijuelo,8328,Coruxo FC,12897,2018-10-21,0,0,D,504
Fuenlabrada,8098,Atletico Madrid B,1511,2018-10-21,2,0,H,504
Sporting Gijon,2046,Santander,2927,2018-10-21,3,1,H,504
Sporting Gijon,40194,Santander,2927,2018-10-21,3,1,H,504
Deportivo La Coruna B,11880,UD San Sebastian Reyes,2921,2018-10-21,0,1,A,504
Poli Ejido,212575,San Fernando,46063,2018-10-21,0,2,A,504
Poli Ejido,212575,San Fernando,38441,2018-10-21,0,2,A,504
CESabadell,5871,CD Teruel,9573,2018-10-21,2,0,H,504
UP Langreo,9607,Durango,13683,2018-10-21,4,1,H,504
UE Olot,62216,Lida,2458,2018-10-21,0,1,A,504
Ponferradina,7791,Las Palmas Atletico,9539,2018-10-21,0,0,D,504
Real Union Irun,5571,Arenas Getxo,9141,2018-10-21,1,1,D,504
Villanovense,8737,Granada CFB,131209,2018-10-21,1,0,H,504
Castellon,5876,Valencia CFB,10203,2018-10-21,1,1,D,504
Calahorra,9646,CDIzarra,11802,2018-10-21,2,0,H,504
Ejea,9572,Cornella,39919,2018-10-21,0,0,D,504
Melilla,1117170,UCAM Murcia,657042,2018-10-21,2,2,D,504
Melilla,1117170,UCAM Murcia,44148,2018-10-21,2,2,D,504
Melilla,1204,UCAM Murcia,657042,2018-10-21,2,2,D,504
Melilla,1204,UCAM Murcia,44148,2018-10-21,2,2,D,504
Murcia Feminas,193791,CF Talavera,3106,2018-10-21,1,0,H,504
Murcia Feminas,3606,CF Talavera,3106,2018-10-21,1,0,H,504
Alcoyano,6853,Levante B,8333,2018-10-21,2,3,A,504
Salmantino Salamanca II,1169183,Rapido Bouzas,9600,2018-10-21,0,1,A,504
Hercules,2140,Badalona,6280,2018-10-21,1,0,H,504
Sevilla Atletico,11103,Cartagena FC,46057,2018-10-21,0,1,A,504
Sevilla Atletico,11103,Cartagena FC,8097,2018-10-21,0,1,A,504
Internacional,51096,Salamanca,660103,2018-10-21,0,0,D,504
Burgos,1661,Pontevedra,5873,2018-10-21,0,1,A,504
At Sanluqueno,9534,Don Benito,6283,2018-10-21,2,1,H,504
Rec de Huelva,2178,Almeria B,9492,2018-10-21,2,0,H,504
Celta Vigo B,8796,Real Madrid Castilla,6833,2018-10-21,1,1,D,504
Torrelavega,5875,UD Logrones,54539,2018-10-21,0,1,A,504
Torrelavega,5875,UD Logrones,59980,2018-10-21,0,1,A,504
CD Tudelano,9559,Real Sociedad B,212542,2018-10-21,1,3,A,504
CD Tudelano,9559,Real Sociedad B,8330,2018-10-21,1,3,A,504
CD Badajoz,1540,CA Linense,9695,2018-10-21,0,2,A,504
RealValladolidB,8986,Cultural Leonesa,4781,2018-10-20,0,0,D,505
Athletic Bilbao B,8798,Mirandes,5866,2018-10-20,1,3,A,505
Athletic Bilbao B,8798,Mirandes,5866,2018-10-20,1,3,A,505
SD Amorebieta,13660,Real Oviedo II,51087,2018-10-20,1,2,A,505
Barcelona B,1553,VillarrealB,9680,2018-10-20,1,1,D,505
Leioa SD,39360,SD Gernika,13672,2018-10-20,1,1,D,505
Victoria,62449,BarakaldoCF,1551,2018-10-20,0,1,A,505
UD San Sebastian Reyes,2921,CDGuijuelo,8328,2018-10-14,2,0,H,511
Badalona,6280,Lida,2458,2018-10-14,1,1,D,511
Valencia CFB,10203,Hercules,2140,2018-10-14,0,0,D,511
Arenas Getxo,9141,Calahorra,9646,2018-10-14,2,1,H,511
Atletico Baleares,9495,UE Olot,62216,2018-10-14,1,0,H,511
Rapido Bouzas,9600,Burgos,1661,2018-10-14,0,1,A,511
Cartagena FC,46057,Melilla,1117170,2018-10-14,0,2,A,511
Cartagena FC,46057,Melilla,1204,2018-10-14,0,2,A,511
Cartagena FC,8097,Melilla,1117170,2018-10-14,0,2,A,511
Cartagena FC,8097,Melilla,1204,2018-10-14,0,2,A,511
CD Teruel,9573,Ejea,9572,2018-10-14,0,0,D,511
Mirandes,5866,Real Union Irun,5571,2018-10-14,2,2,D,511
Mirandes,5866,Real Union Irun,5571,2018-10-14,2,2,D,511
RCD Espanyol B,8691,Peralada,9672,2018-10-14,3,1,H,511
CA Linense,9695,Villanovense,8737,2018-10-14,1,1,D,511
Ebro,9571,CESabadell,5871,2018-10-14,1,3,A,511
Poli Ejido,212575,Rec de Huelva,2178,2018-10-14,0,1,A,511
Pontevedra,5873,Ponferradina,7791,2018-10-14,0,0,D,511
Don Benito,6283,Sevilla Atletico,11103,2018-10-14,0,1,A,511
Coruxo FC,12897,Salmantino Salamanca II,1169183,2018-10-14,1,1,D,511
San Fernando,46063,UD Ibiza,9552,2018-10-14,2,0,H,511
San Fernando,38441,UD Ibiza,9552,2018-10-14,2,0,H,511
Cornella,39919,Alcoyano,6853,2018-10-14,1,2,A,511
Levante B,8333,Castellon,5876,2018-10-14,0,0,D,511
Real Oviedo II,51087,Torrelavega,5875,2018-10-14,2,0,H,511
Granada CFB,131209,At Sanluqueno,9534,2018-10-14,0,0,D,511
CDIzarra,11802,Sporting Gijon,2046,2018-10-14,0,2,A,511
CDIzarra,11802,Sporting Gijon,40194,2018-10-14,0,2,A,511
Marbella,8738,Murcia Feminas,193791,2018-10-14,0,0,D,511
Marbella,8738,Murcia Feminas,3606,2018-10-14,0,0,D,511
Atletico Madrid B,1511,Celta Vigo B,8796,2018-10-14,3,0,H,511
CF Talavera,3106,CD Badajoz,1540,2018-10-14,4,0,H,511
UCAM Murcia,657042,Malaga B,5836,2018-10-14,3,1,H,511
UCAM Murcia,44148,Malaga B,5836,2018-10-14,3,1,H,511
Las Palmas Atletico,9539,Fuenlabrada,8098,2018-10-14,0,1,A,511
UD Logrones,54539,CD Tudelano,9559,2018-10-13,1,0,H,512
UD Logrones,59980,CD Tudelano,9559,2018-10-13,1,0,H,512
Leioa SD,39360,Victoria,62449,2018-10-13,1,1,D,512
Cultural Leonesa,4781,CDANavalcarnero,9031,2018-10-13,3,1,H,512
Real Sociedad B,212542,Athletic Bilbao B,8798,2018-10-13,1,0,H,512
Real Sociedad B,8330,Athletic Bilbao B,8798,2018-10-13,1,0,H,512
Real Madrid Castilla,6833,Internacional,51096,2018-10-13,1,1,D,512
Santander,2927,UP Langreo,9607,2018-10-13,4,1,H,512
Salamanca,660103,RealValladolidB,8986,2018-10-13,1,1,D,512
SD Gernika,13672,SD Amorebieta,13660,2018-10-12,1,1,D,513
Durango,13683,BarakaldoCF,1551,2018-10-12,0,1,A,513
Sevilla Atletico,11103,Granada CFB,131209,2018-10-07,1,1,D,518
Internacional,51096,Atletico Madrid B,1511,2018-10-07,5,1,H,518
Malaga B,5836,Cartagena FC,46057,2018-10-07,0,2,A,518
Malaga B,5836,Cartagena FC,8097,2018-10-07,0,2,A,518
UE Olot,62216,Badalona,6280,2018-10-07,4,0,H,518
Hercules,2140,Levante B,8333,2018-10-07,0,1,A,518
BarakaldoCF,1551,Santander,2927,2018-10-07,0,1,A,518
Villanovense,8737,CF Talavera,3106,2018-10-07,1,3,A,518
Melilla,1117170,Don Benito,6283,2018-10-07,3,0,H,518
Melilla,1204,Don Benito,6283,2018-10-07,3,0,H,518
CDANavalcarnero,9031,Salamanca,660103,2018-10-07,0,1,A,518
Ejea,9572,Ebro,9571,2018-10-07,0,0,D,518
Lida,2458,Valencia CFB,10203,2018-10-07,2,0,H,518
Almeria B,9492,UCAM Murcia,657042,2018-10-07,0,1,A,518
Almeria B,9492,UCAM Murcia,44148,2018-10-07,0,1,A,518
CDGuijuelo,8328,Deportivo La Coruna B,11880,2018-10-07,1,0,H,518
Fuenlabrada,8098,Pontevedra,5873,2018-10-07,0,2,A,518
UP Langreo,9607,CDIzarra,11802,2018-10-07,4,0,H,518
CESabadell,5871,RCD Espanyol B,8691,2018-10-07,3,2,H,518
CD Tudelano,9559,Real Oviedo II,51087,2018-10-07,1,3,A,518
Sporting Gijon,2046,Arenas Getxo,9141,2018-10-07,1,1,D,518
Sporting Gijon,40194,Arenas Getxo,9141,2018-10-07,1,1,D,518
Adarve,62315,Cultural Leonesa,4781,2018-10-07,0,1,A,518
CD Badajoz,1540,Marbella,8738,2018-10-07,0,0,D,518
Burgos,1661,Coruxo FC,12897,2018-10-07,0,1,A,518
At Sanluqueno,9534,CA Linense,9695,2018-10-07,0,0,D,518
Murcia Feminas,193791,San Fernando,46063,2018-10-07,1,1,D,518
Murcia Feminas,193791,San Fernando,38441,2018-10-07,1,1,D,518
Murcia Feminas,3606,San Fernando,46063,2018-10-07,1,1,D,518
Murcia Feminas,3606,San Fernando,38441,2018-10-07,1,1,D,518
UD Ibiza,9552,Poli Ejido,212575,2018-10-07,1,3,A,518
RealValladolidB,8986,Real Madrid Castilla,6833,2018-10-07,1,2,A,518
Celta Vigo B,8796,Las Palmas Atletico,9539,2018-10-07,0,1,A,518
Real Union Irun,5571,Real Sociedad B,212542,2018-10-07,2,1,H,518
Real Union Irun,5571,Real Sociedad B,8330,2018-10-07,2,1,H,518
Salmantino Salamanca II,1169183,UD San Sebastian Reyes,2921,2018-10-07,0,3,A,518
Calahorra,9646,Mirandes,5866,2018-10-07,2,3,A,518
Calahorra,9646,Mirandes,5866,2018-10-07,2,3,A,518
Athletic Bilbao B,8798,UD Logrones,54539,2018-10-06,0,0,D,519
Athletic Bilbao B,8798,UD Logrones,59980,2018-10-06,0,0,D,519
Castellon,5876,Cornella,39919,2018-10-06,0,0,D,519
Barcelona B,1553,Atletico Baleares,9495,2018-10-06,1,1,D,519
SD Amorebieta,13660,Leioa SD,39360,2018-10-06,1,3,A,519
Coruxo FC,12897,Ponferradina,7791,2018-09-30,0,1,A,525
Cornella,39919,Hercules,2140,2018-09-30,0,2,A,525
San Fernando,46063,CD Badajoz,1540,2018-09-30,1,0,H,525
